episode 1 of 100000 complete,  explore val = 0.01, episode reward = 134.0, ave reward = 134.0, sim time = 0.565, fit time = 0.742, episode_time = 1.307
episode 2932 of 100000 complete,  explore val = 0.01, episode reward = 331.5, ave reward = 138.8, sim time = 0.376, fit time = 0.0, episode_time = 0.376
episode 2933 of 100000 complete,  explore val = 0.01, episode reward = 266.4, ave reward = 142.1, sim time = 0.38, fit time = 0.0, episode_time = 0.381
episode 2934 of 100000 complete,  explore val = 0.01, episode reward = 201.4, ave reward = 143.3, sim time = 0.263, fit time = 0.0, episode_time = 0.263
episode 2935 of 100000 complete,  explore val = 0.01, episode reward = 242.2, ave reward = 144.4, sim time = 0.262, fit time = 0.0, episode_time = 0.262
episode 2936 of 100000 complete,  explore val = 0.01, episode reward = 13.2, ave reward = 146.3, sim time = 0.249, fit time = 0.0, episode_time = 0.249
episode 2937 of 100000 complete,  explore val = 0.01, episode reward = 1445.8, ave reward = 144.0, sim time = 0.527, fit time = 0.0, episode_time = 0.527
episode 2938 of 100000 complete,  explore val = 0.01, episode reward = -62.6, ave reward = 157.7, sim time = 0.272, fit time = 0.0, episode_time = 0.273
episode 2939 of 100000 complete,  explore val = 0.01, episode reward = 1582.9, ave reward = 156.0, sim time = 0.555, fit time = 0.0, episode_time = 0.556
episode 2940 of 100000 complete,  explore val = 0.01, episode reward = 482.0, ave reward = 171.6, sim time = 0.37, fit time = 0.0, episode_time = 0.37
episode 2941 of 100000 complete,  explore val = 0.01, episode reward = 198.6, ave reward = 176.1, sim time = 0.309, fit time = 8.7, episode_time = 9.01
episode 2942 of 100000 complete,  explore val = 0.01, episode reward = 223.0, ave reward = 180.8, sim time = 0.319, fit time = 0.0, episode_time = 0.319
episode 2943 of 100000 complete,  explore val = 0.01, episode reward = 42.0, ave reward = 180.7, sim time = 0.217, fit time = 0.0, episode_time = 0.217
episode 2944 of 100000 complete,  explore val = 0.01, episode reward = 2.9, ave reward = 178.8, sim time = 0.224, fit time = 0.0, episode_time = 0.224
episode 2945 of 100000 complete,  explore val = 0.01, episode reward = -76.3, ave reward = 176.0, sim time = 0.217, fit time = 0.0, episode_time = 0.217
episode 2946 of 100000 complete,  explore val = 0.01, episode reward = -221.8, ave reward = 177.0, sim time = 0.202, fit time = 0.0, episode_time = 0.202
episode 2947 of 100000 complete,  explore val = 0.01, episode reward = -334.3, ave reward = 167.7, sim time = 0.178, fit time = 0.0, episode_time = 0.178
episode 2948 of 100000 complete,  explore val = 0.01, episode reward = -333.9, ave reward = 161.4, sim time = 0.248, fit time = 0.0, episode_time = 0.248
episode 2949 of 100000 complete,  explore val = 0.01, episode reward = -81.9, ave reward = 158.3, sim time = 0.258, fit time = 0.001, episode_time = 0.259
episode 2950 of 100000 complete,  explore val = 0.01, episode reward = 347.4, ave reward = 151.8, sim time = 0.383, fit time = 0.0, episode_time = 0.383
episode 2951 of 100000 complete,  explore val = 0.01, episode reward = 176.8, ave reward = 152.8, sim time = 0.305, fit time = 7.619, episode_time = 7.925
episode 2952 of 100000 complete,  explore val = 0.01, episode reward = 1734.9, ave reward = 155.2, sim time = 0.603, fit time = 0.0, episode_time = 0.603
episode 2953 of 100000 complete,  explore val = 0.01, episode reward = 71.0, ave reward = 172.4, sim time = 0.245, fit time = 0.0, episode_time = 0.245
episode 2954 of 100000 complete,  explore val = 0.01, episode reward = 511.0, ave reward = 171.4, sim time = 0.454, fit time = 0.0, episode_time = 0.454
episode 2955 of 100000 complete,  explore val = 0.01, episode reward = 400.9, ave reward = 171.6, sim time = 0.392, fit time = 0.0, episode_time = 0.392
episode 2956 of 100000 complete,  explore val = 0.01, episode reward = 127.9, ave reward = 177.1, sim time = 0.242, fit time = 0.0, episode_time = 0.242
episode 2957 of 100000 complete,  explore val = 0.01, episode reward = 379.2, ave reward = 179.7, sim time = 0.387, fit time = 0.0, episode_time = 0.387
episode 2958 of 100000 complete,  explore val = 0.01, episode reward = 1388.8, ave reward = 183.0, sim time = 0.578, fit time = 0.0, episode_time = 0.578
episode 2959 of 100000 complete,  explore val = 0.01, episode reward = 301.9, ave reward = 195.9, sim time = 0.318, fit time = 0.0, episode_time = 0.318
episode 2960 of 100000 complete,  explore val = 0.01, episode reward = 1343.0, ave reward = 199.5, sim time = 0.531, fit time = 0.0, episode_time = 0.532
episode 2961 of 100000 complete,  explore val = 0.01, episode reward = 1021.7, ave reward = 211.6, sim time = 0.451, fit time = 9.453, episode_time = 9.904
episode 2962 of 100000 complete,  explore val = 0.01, episode reward = 289.9, ave reward = 219.3, sim time = 0.365, fit time = 0.0, episode_time = 0.365
episode 2963 of 100000 complete,  explore val = 0.01, episode reward = 138.8, ave reward = 213.6, sim time = 0.281, fit time = 0.0, episode_time = 0.281
episode 2964 of 100000 complete,  explore val = 0.01, episode reward = 420.2, ave reward = 209.9, sim time = 0.367, fit time = 0.0, episode_time = 0.367
episode 2965 of 100000 complete,  explore val = 0.01, episode reward = 61.3, ave reward = 216.4, sim time = 0.296, fit time = 0.0, episode_time = 0.296
episode 2966 of 100000 complete,  explore val = 0.01, episode reward = 367.2, ave reward = 215.3, sim time = 0.376, fit time = 0.0, episode_time = 0.376
episode 2967 of 100000 complete,  explore val = 0.01, episode reward = 340.2, ave reward = 216.5, sim time = 0.378, fit time = 0.0, episode_time = 0.378
episode 2968 of 100000 complete,  explore val = 0.01, episode reward = 509.3, ave reward = 217.9, sim time = 0.402, fit time = 0.0, episode_time = 0.402
episode 2969 of 100000 complete,  explore val = 0.01, episode reward = 99.6, ave reward = 217.4, sim time = 0.23, fit time = 0.0, episode_time = 0.23
episode 2970 of 100000 complete,  explore val = 0.01, episode reward = 356.8, ave reward = 217.1, sim time = 0.384, fit time = 0.0, episode_time = 0.384
episode 2971 of 100000 complete,  explore val = 0.01, episode reward = 125.2, ave reward = 214.4, sim time = 0.277, fit time = 9.592, episode_time = 9.87
episode 2972 of 100000 complete,  explore val = 0.01, episode reward = 870.5, ave reward = 213.9, sim time = 0.476, fit time = 0.0, episode_time = 0.476
episode 2973 of 100000 complete,  explore val = 0.01, episode reward = 327.1, ave reward = 219.8, sim time = 0.392, fit time = 0.0, episode_time = 0.392
episode 2974 of 100000 complete,  explore val = 0.01, episode reward = 547.5, ave reward = 220.9, sim time = 0.376, fit time = 0.0, episode_time = 0.376
episode 2975 of 100000 complete,  explore val = 0.01, episode reward = -3.5, ave reward = 225.2, sim time = 0.194, fit time = 0.0, episode_time = 0.194
episode 2976 of 100000 complete,  explore val = 0.01, episode reward = 829.7, ave reward = 222.9, sim time = 0.427, fit time = 0.0, episode_time = 0.427
episode 2977 of 100000 complete,  explore val = 0.01, episode reward = 116.1, ave reward = 228.6, sim time = 0.281, fit time = 0.0, episode_time = 0.282
episode 2978 of 100000 complete,  explore val = 0.01, episode reward = 267.1, ave reward = 226.7, sim time = 0.256, fit time = 0.0, episode_time = 0.257
episode 2979 of 100000 complete,  explore val = 0.01, episode reward = 1913.3, ave reward = 225.0, sim time = 0.643, fit time = 0.0, episode_time = 0.643
episode 2980 of 100000 complete,  explore val = 0.01, episode reward = -48.3, ave reward = 241.6, sim time = 0.247, fit time = 0.0, episode_time = 0.247
episode 2981 of 100000 complete,  explore val = 0.01, episode reward = 2000.9, ave reward = 240.2, sim time = 0.606, fit time = 9.518, episode_time = 10.124
episode 2982 of 100000 complete,  explore val = 0.01, episode reward = 33.1, ave reward = 260.6, sim time = 0.305, fit time = 0.0, episode_time = 0.305
episode 2983 of 100000 complete,  explore val = 0.01, episode reward = 133.6, ave reward = 260.5, sim time = 0.272, fit time = 0.0, episode_time = 0.272
episode 2984 of 100000 complete,  explore val = 0.01, episode reward = 141.7, ave reward = 261.6, sim time = 0.289, fit time = 0.0, episode_time = 0.289
episode 2985 of 100000 complete,  explore val = 0.01, episode reward = 221.3, ave reward = 262.5, sim time = 0.298, fit time = 0.0, episode_time = 0.298
episode 2986 of 100000 complete,  explore val = 0.01, episode reward = 112.7, ave reward = 262.7, sim time = 0.324, fit time = 0.0, episode_time = 0.324
episode 2987 of 100000 complete,  explore val = 0.01, episode reward = 80.8, ave reward = 264.3, sim time = 0.205, fit time = 0.0, episode_time = 0.205
episode 2988 of 100000 complete,  explore val = 0.01, episode reward = 13.2, ave reward = 267.3, sim time = 0.208, fit time = 0.0, episode_time = 0.209
episode 2989 of 100000 complete,  explore val = 0.01, episode reward = 2.7, ave reward = 265.2, sim time = 0.201, fit time = 0.0, episode_time = 0.201
episode 2990 of 100000 complete,  explore val = 0.01, episode reward = 100.8, ave reward = 265.5, sim time = 0.273, fit time = 0.0, episode_time = 0.273
episode 2991 of 100000 complete,  explore val = 0.01, episode reward = 66.4, ave reward = 267.9, sim time = 0.22, fit time = 7.892, episode_time = 8.112
episode 2992 of 100000 complete,  explore val = 0.01, episode reward = 162.1, ave reward = 267.3, sim time = 0.289, fit time = 0.0, episode_time = 0.288
episode 2993 of 100000 complete,  explore val = 0.01, episode reward = 560.1, ave reward = 264.9, sim time = 0.401, fit time = 0.0, episode_time = 0.402
episode 2994 of 100000 complete,  explore val = 0.01, episode reward = 362.8, ave reward = 269.4, sim time = 0.353, fit time = 0.0, episode_time = 0.353
episode 2995 of 100000 complete,  explore val = 0.01, episode reward = 431.0, ave reward = 269.9, sim time = 0.416, fit time = 0.0, episode_time = 0.416
episode 2996 of 100000 complete,  explore val = 0.01, episode reward = 447.2, ave reward = 272.0, sim time = 0.347, fit time = 0.0, episode_time = 0.348
episode 2997 of 100000 complete,  explore val = 0.01, episode reward = 946.1, ave reward = 272.4, sim time = 0.473, fit time = 0.0, episode_time = 0.473
episode 2998 of 100000 complete,  explore val = 0.01, episode reward = -31.5, ave reward = 280.5, sim time = 0.338, fit time = 0.0, episode_time = 0.338
episode 2999 of 100000 complete,  explore val = 0.01, episode reward = 122.6, ave reward = 280.4, sim time = 0.278, fit time = 0.0, episode_time = 0.278
episode 3000 of 100000 complete,  explore val = 0.01, episode reward = 648.7, ave reward = 279.7, sim time = 0.43, fit time = 0.0, episode_time = 0.429
episode 3001 of 100000 complete,  explore val = 0.01, episode reward = 239.0, ave reward = 283.3, sim time = 0.351, fit time = 8.142, episode_time = 8.493
episode 3002 of 100000 complete,  explore val = 0.01, episode reward = 31.0, ave reward = 284.8, sim time = 0.26, fit time = 0.0, episode_time = 0.26
episode 3003 of 100000 complete,  explore val = 0.01, episode reward = 0.6, ave reward = 284.8, sim time = 0.252, fit time = 0.0, episode_time = 0.252
episode 3004 of 100000 complete,  explore val = 0.01, episode reward = 70.2, ave reward = 284.6, sim time = 0.274, fit time = 0.0, episode_time = 0.274
episode 3005 of 100000 complete,  explore val = 0.01, episode reward = 48.2, ave reward = 285.1, sim time = 0.243, fit time = 0.0, episode_time = 0.244
episode 3006 of 100000 complete,  explore val = 0.01, episode reward = 69.8, ave reward = 285.5, sim time = 0.239, fit time = 0.0, episode_time = 0.239
episode 3007 of 100000 complete,  explore val = 0.01, episode reward = 30.2, ave reward = 286.0, sim time = 0.226, fit time = 0.0, episode_time = 0.226
episode 3008 of 100000 complete,  explore val = 0.01, episode reward = 247.3, ave reward = 286.0, sim time = 0.38, fit time = 0.0, episode_time = 0.38
episode 3009 of 100000 complete,  explore val = 0.01, episode reward = -264.4, ave reward = 288.4, sim time = 0.308, fit time = 0.0, episode_time = 0.308
episode 3010 of 100000 complete,  explore val = 0.01, episode reward = 269.6, ave reward = 285.5, sim time = 0.331, fit time = 0.0, episode_time = 0.332
episode 3011 of 100000 complete,  explore val = 0.01, episode reward = 166.2, ave reward = 288.2, sim time = 0.242, fit time = 7.904, episode_time = 8.146
episode 3012 of 100000 complete,  explore val = 0.01, episode reward = 386.8, ave reward = 289.6, sim time = 0.395, fit time = 0.0, episode_time = 0.395
episode 3013 of 100000 complete,  explore val = 0.01, episode reward = 594.6, ave reward = 292.1, sim time = 0.35, fit time = 0.0, episode_time = 0.35
episode 3014 of 100000 complete,  explore val = 0.01, episode reward = 634.5, ave reward = 296.3, sim time = 0.477, fit time = 0.0, episode_time = 0.477
episode 3015 of 100000 complete,  explore val = 0.01, episode reward = 147.1, ave reward = 302.8, sim time = 0.253, fit time = 0.0, episode_time = 0.253
episode 3016 of 100000 complete,  explore val = 0.01, episode reward = 229.7, ave reward = 301.8, sim time = 0.313, fit time = 0.0, episode_time = 0.313
episode 3017 of 100000 complete,  explore val = 0.01, episode reward = 1329.2, ave reward = 304.8, sim time = 0.594, fit time = 0.0, episode_time = 0.595
episode 3018 of 100000 complete,  explore val = 0.01, episode reward = 227.1, ave reward = 318.3, sim time = 0.338, fit time = 0.0, episode_time = 0.338
episode 3019 of 100000 complete,  explore val = 0.01, episode reward = 1410.3, ave reward = 321.0, sim time = 0.575, fit time = 0.0, episode_time = 0.575
episode 3020 of 100000 complete,  explore val = 0.01, episode reward = 436.3, ave reward = 334.6, sim time = 0.372, fit time = 0.0, episode_time = 0.373
episode 3021 of 100000 complete,  explore val = 0.01, episode reward = 319.5, ave reward = 336.9, sim time = 0.417, fit time = 9.52, episode_time = 9.936
episode 3022 of 100000 complete,  explore val = 0.01, episode reward = 141.7, ave reward = 338.7, sim time = 0.304, fit time = 0.0, episode_time = 0.304
episode 3023 of 100000 complete,  explore val = 0.01, episode reward = -280.1, ave reward = 341.8, sim time = 0.266, fit time = 0.0, episode_time = 0.266
episode 3024 of 100000 complete,  explore val = 0.01, episode reward = -150.3, ave reward = 337.5, sim time = 0.303, fit time = 0.0, episode_time = 0.303
episode 3025 of 100000 complete,  explore val = 0.01, episode reward = 23.0, ave reward = 335.3, sim time = 0.244, fit time = 0.0, episode_time = 0.245
episode 3026 of 100000 complete,  explore val = 0.01, episode reward = 187.6, ave reward = 333.8, sim time = 0.281, fit time = 0.0, episode_time = 0.281
episode 3027 of 100000 complete,  explore val = 0.01, episode reward = 266.0, ave reward = 333.0, sim time = 0.321, fit time = 0.0, episode_time = 0.321
episode 3028 of 100000 complete,  explore val = 0.01, episode reward = 35.6, ave reward = 333.1, sim time = 0.279, fit time = 0.0, episode_time = 0.279
episode 3029 of 100000 complete,  explore val = 0.01, episode reward = -6.3, ave reward = 332.2, sim time = 0.242, fit time = 0.0, episode_time = 0.242
episode 3030 of 100000 complete,  explore val = 0.01, episode reward = 85.2, ave reward = 330.2, sim time = 0.215, fit time = 0.0, episode_time = 0.215
episode 3031 of 100000 complete,  explore val = 0.01, episode reward = -182.7, ave reward = 329.9, sim time = 0.255, fit time = 8.53, episode_time = 8.787
episode 3032 of 100000 complete,  explore val = 0.01, episode reward = -362.4, ave reward = 325.5, sim time = 0.287, fit time = 0.0, episode_time = 0.287
episode 3033 of 100000 complete,  explore val = 0.01, episode reward = -346.9, ave reward = 318.6, sim time = 0.215, fit time = 0.0, episode_time = 0.215
